web_scraper_order,web_scraper_start_url,type,prix,adresse,image
"1766587948-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_892593_uploaded_image1_1567161453.51.png"
"1766587948-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures pour enfant","13 000CFA","Sénégal","https://images.coinafrique.com/thumb_884530_uploaded_image1_1566983419.29.png"
"1766587948-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_878809_uploaded_image1_1566841399.24.png"
"1766587948-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Sénégal","https://images.coinafrique.com/thumb_878800_uploaded_image1_1566841283.51.png"
"1766587948-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Ensemble talon","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png"
"1766587948-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_854221_uploaded_image1_1566227990.03.png"
"1766587948-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_848875_uploaded_image1_1566050610.48.png"
"1766587948-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Mocassins Enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_838292_uploaded_image1_1565733704.96.png"
"1766587948-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_838285_uploaded_image1_1565733521.41.png"
"1766587948-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_825843_uploaded_image1_1565308869.98.png"
"1766587948-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_824543_uploaded_image1_1565279780.97.png"
"1766587948-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813318_uploaded_image1_1565013222.75.png"
"1766587948-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813303_uploaded_image1_1565013123.95.png"
"1766587948-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813299_uploaded_image1_1565012935.88.png"
"1766587948-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813287_uploaded_image1_1565012771.79.png"
"1766587948-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813282_uploaded_image1_1565012680.37.png"
"1766587948-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813272_uploaded_image1_1565012560.04.png"
"1766587948-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813239_uploaded_image1_1565012155.7.png"
"1766587948-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813230_uploaded_image1_1565011989.51.png"
"1766587948-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813228_uploaded_image1_1565011936.11.png"
"1766587948-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813226_uploaded_image1_1565011851.3.png"
"1766587948-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813222_uploaded_image1_1565011799.02.png"
"1766587948-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813213_uploaded_image1_1565011607.36.png"
"1766587948-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813210_uploaded_image1_1565011527.31.png"
"1766587948-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813206_uploaded_image1_1565011464.28.png"
"1766587948-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813203_uploaded_image1_1565011424.68.png"
"1766587948-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813196_uploaded_image1_1565011238.23.png"
"1766587948-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_811210_uploaded_image1_1564948595.79.png"
"1766587948-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons rasés","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png"
"1766587948-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures talons fillette","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png"
"1766587948-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons fillette","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801320_uploaded_image1_1564654471.2.png"
"1766587948-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799556_uploaded_image1_1564591363.49.png"
"1766587948-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799181_uploaded_image1_1564584908.27.png"
"1766587948-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png"
"1766587948-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796883_uploaded_image1_1564515565.66.png"
"1766587948-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796881_uploaded_image1_1564515527.51.png"
"1766587948-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796879_uploaded_image1_1564515493.31.png"
"1766587948-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","4 000CFA","Sénégal","https://images.coinafrique.com/thumb_792468_uploaded_image1_1564410485.85.png"
"1766587948-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792099_uploaded_image1_1564403460.51.png"
"1766587948-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792044_uploaded_image1_1564402826.19.png"
"1766587948-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792041_uploaded_image1_1564402795.9.png"
"1766587948-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792038_uploaded_image1_1564402766.76.png"
"1766587948-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_781661_uploaded_image1_1564075024.17.png"
"1766587948-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1766587948-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"
"1766587952-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2063093_uploaded_image1_1588710337.jpg"
"1766587952-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061931_uploaded_image1_1588694498.jpg"
"1766587952-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061930_uploaded_image1_1588694471.jpg"
"1766587952-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061928_uploaded_image1_1588694441.jpg"
"1766587952-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061925_uploaded_image1_1588694405.jpg"
"1766587952-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061921_uploaded_image1_1588694361.jpg"
"1766587952-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059409_uploaded_image1_1588669821.jpg"
"1766587952-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussons bébé","1 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910111_uploaded_image1_1586296633.75.png"
"1766587952-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1908886_uploaded_image1_1586280238.42.png"
"1766587952-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1907189_uploaded_image1_1586261390.67.png"
"1766587952-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé","5 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906443_uploaded_image1_1586253297.45.png"
"1766587952-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures / bébé fille","5 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906434_uploaded_image1_1586253219.55.png"
"1766587952-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé garçon","5 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906399_uploaded_image1_1586252881.19.png"
"1766587952-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant Cat & Jack","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1873847_uploaded_image1_1585663572.73.png"
"1766587952-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1860238_uploaded_image1_1585403818.62.png"
"1766587952-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1828175_uploaded_image1_1584792865.72.png"
"1766587952-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1828156_uploaded_image1_1584792551.44.png"
"1766587952-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1739397_uploaded_image1_1583259534.94.png"
"1766587952-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1766587952-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes filles","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1679922_uploaded_image1_1582210105.85.png"
"1766587952-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1766587952-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612540_uploaded_image1_1581098569.88.png"
"1766587952-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612534_uploaded_image1_1581098501.44.png"
"1766587952-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612532_uploaded_image1_1581098455.63.png"
"1766587952-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607931_uploaded_image1_1581037601.04.png"
"1766587952-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581553_uploaded_image1_1580655629.12.png"
"1766587952-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581551_uploaded_image1_1580655582.93.png"
"1766587952-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581547_uploaded_image1_1580655536.54.png"
"1766587952-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581543_uploaded_image1_1580655480.41.png"
"1766587952-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581540_uploaded_image1_1580655426.76.png"
"1766587952-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baskets Jordan 6","40 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1766587952-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baskets Jordan","40 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566225_uploaded_image2_1580390769.12.png"
"1766587952-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Sandales pour enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565794_uploaded_image1_1580386215.45.png"
"1766587952-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1413364_uploaded_image1_1577802616.96.png"
"1766587952-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1409266_uploaded_image1_1577711646.42.png"
"1766587952-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1388690_uploaded_image1_1577283660.0.png"
"1766587952-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures anti-dérapantes","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1381082_uploaded_image1_1577115739.61.png"
"1766587952-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour fille","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1369049_uploaded_image1_1576856907.85.png"
"1766587952-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Coffrets pour enfants","6 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1357961_uploaded_image1_1576667812.04.png"
"1766587952-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes pour fille","9 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1352820_uploaded_image1_1576580373.29.png"
"1766587952-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1273021_uploaded_image2_1575074492.39.png"
"1766587952-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures classe","7 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1271193_uploaded_image1_1575044622.08.png"
"1766587952-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1766587952-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1261223_uploaded_image1_1574870941.9.png"
"1766587952-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1257492_uploaded_image1_1574803246.81.png"
"1766587952-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1243853_uploaded_image1_1574535955.25.png"
"1766587952-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1215779_uploaded_image1_1574081577.15.png"
"1766587952-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1183496_uploaded_image1_1573475198.52.png"
"1766587952-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","3 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1131220_uploaded_image1_1572433036.53.png"
"1766587952-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1107988_uploaded_image1_1571960612.66.png"
"1766587952-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures Enfants","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1088264_uploaded_image1_1571609033.03.png"
"1766587952-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061846_uploaded_image1_1571051734.07.png"
"1766587952-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins Enfant","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1056625_uploaded_image1_1570898469.33.png"
"1766587952-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","12 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1048681_uploaded_image1_1570725349.01.png"
"1766587952-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins enfant","4 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1025460_uploaded_image1_1570221546.08.png"
"1766587952-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997837_uploaded_image1_1569622630.58.png"
"1766587952-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997786_uploaded_image1_1569621938.2.png"
