web_scraper_order,web_scraper_start_url,type,prix,adresse,image
"1766925012-231","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784533_uploaded_image1_1584027397.68.png"
"1766925012-232","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1783768_uploaded_image1_1584018577.34.png"
"1766925012-233","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1773838_uploaded_image1_1583862932.13.png"
"1766925012-234","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boxer slip fille","3 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1738625_uploaded_image1_1583250075.0.png"
"1766925012-235","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Habits pour enfants","1 500CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1730070_uploaded_image1_1583108098.32.png"
"1766925012-236","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe enfant","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1720893_uploaded_image1_1582915357.03.png"
"1766925012-237","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe","10 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1719896_uploaded_image1_1582902178.54.png"
"1766925012-238","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","10 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1703264_uploaded_image1_1582641589.45.png"
"1766925012-239","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Tenues mardi-gras","20 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1697316_uploaded_image1_1582554886.1.png"
"1766925012-240","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe d'été enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1689763_uploaded_image1_1582384162.5.png"
"1766925012-241","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boxers enfants","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1680030_uploaded_image1_1582211265.82.png"
"1766925012-242","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1656848_uploaded_image1_1581814339.01.png"
"1766925012-243","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Habits d'enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1649651_uploaded_image1_1581684888.76.png"
"1766925012-244","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble short","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1647670_uploaded_image1_1581664885.61.png"
"1766925012-245","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Haut bébé","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1638505_uploaded_image1_1581513125.53.png"
"1766925012-246","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble complet","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1638479_uploaded_image1_1581512755.62.png"
"1766925012-247","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Habits d'enfants","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1632221_uploaded_image1_1581423696.07.png"
"1766925012-248","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Cache couche","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1608014_uploaded_image1_1581043282.72.png"
"1766925012-249","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Coffret sortie de bain","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1608013_uploaded_image1_1581043244.3.png"
"1766925012-250","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Tenues pour mardi-gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607904_uploaded_image1_1581036553.31.png"
"1766925012-251","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Tenue mardi gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607901_uploaded_image1_1581036440.19.png"
"1766925012-252","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Tenue mardi gras","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607896_uploaded_image1_1581036259.52.png"
"1766925012-253","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Chemise enfant","5 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566600_uploaded_image1_1580394360.74.png"
"1766925012-254","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Bombers pour enfants","15 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565490_uploaded_image1_1580383347.89.png"
"1766925012-255","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe bébé","8 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559518_uploaded_image1_1580302630.18.png"
"1766925012-256","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble bébé","5 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559514_uploaded_image1_1580302586.76.png"
"1766925012-257","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559510_uploaded_image1_1580302551.72.png"
"1766925012-258","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Complet bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559509_uploaded_image1_1580302514.24.png"
"1766925012-259","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559493_uploaded_image1_1580302285.16.png"
"1766925012-260","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559490_uploaded_image1_1580302235.18.png"
"1766925012-261","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559487_uploaded_image1_1580302197.09.png"
"1766925012-262","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559425_uploaded_image1_1580301744.51.png"
"1766925012-263","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559422_uploaded_image1_1580301721.18.png"
"1766925012-264","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Tenue de baptême  / 11 piéces","12 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1552044_uploaded_image1_1580207298.82.png"
"1766925012-265","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant 6 à 14 ans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1544373_uploaded_image1_1580086240.79.png"
"1766925012-266","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Polo Lacoste","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543948_uploaded_image1_1580078044.42.png"
"1766925012-267","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543946_uploaded_image1_1580077992.21.png"
"1766925012-268","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1766925012-269","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543894_uploaded_image1_1580077072.75.png"
"1766925012-270","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543891_uploaded_image1_1580077027.08.png"
"1766925012-271","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png"
"1766925012-272","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtement enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1526621_uploaded_image1_1579784330.83.png"
"1766925012-273","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Couverture bébé","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514395_uploaded_image1_1579606069.38.png"
"1766925012-274","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Complet enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514365_uploaded_image1_1579605771.41.png"
"1766925012-275","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514342_uploaded_image1_1579605416.29.png"
"1766925012-276","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robes fillettes","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514274_uploaded_image1_1579604622.01.png"
"1766925012-277","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements pour bébé","400CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1491193_uploaded_image1_1579191536.91.png"
"1766925012-278","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468508_uploaded_image1_1578838451.05.png"
"1766925012-279","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements Garçon","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468501_uploaded_image1_1578838337.72.png"
"1766925012-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble  enfants garçons","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468493_uploaded_image1_1578838195.79.png"
"1766925012-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensembles pour enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468335_uploaded_image1_1578834783.45.png"
"1766925012-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468327_uploaded_image1_1578834615.19.png"
"1766925012-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Jackets enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1456400_uploaded_image1_1578631459.49.png"
"1766925022-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe de cérémonie enfant","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135558_uploaded_image1_1589839068.jpg"
"1766925022-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe de cérémonie enfant","7 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135538_uploaded_image1_1589838803.jpg"
"1766925022-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135504_uploaded_image1_1589838293.jpg"
"1766925022-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes coton enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135496_uploaded_image1_1589838190.jpg"
"1766925022-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135490_uploaded_image1_1589838120.jpg"
"1766925022-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135481_uploaded_image1_1589838043.jpg"
"1766925022-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135475_uploaded_image1_1589837962.jpg"
"1766925022-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants fait main","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2134538_uploaded_image1_1589822555.jpg"
"1766925022-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1766925022-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pantalon & tee-shirt","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg"
"1766925022-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133033_uploaded_image1_1589804179.jpg"
"1766925022-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble culotte","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126589_uploaded_image1_1589696412.jpg"
"1766925022-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126541_uploaded_image1_1589695915.jpg"
"1766925022-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126532_uploaded_image1_1589695794.jpg"
"1766925022-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements  enfant","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126529_uploaded_image1_1589695742.jpg"
"1766925022-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126522_uploaded_image1_1589695660.jpg"
"1766925022-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125952_uploaded_image1_1589678069.jpg"
"1766925022-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125951_uploaded_image1_1589678021.jpg"
"1766925022-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125948_uploaded_image1_1589677959.jpg"
"1766925022-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125947_uploaded_image1_1589677921.jpg"
"1766925022-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","T-Shirt - Short","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125943_uploaded_image1_1589677839.jpg"
"1766925022-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125892_uploaded_image1_1589676708.jpg"
"1766925022-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","T-shirts 100% coton","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2124862_uploaded_image1_1589655764.jpg"
"1766925022-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2122740_uploaded_image1_1589625434.jpg"
"1766925022-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121714_uploaded_image1_1589608443.jpg"
"1766925022-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121710_uploaded_image1_1589608406.jpg"
"1766925022-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121709_uploaded_image1_1589608369.jpg"
"1766925022-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121705_uploaded_image1_1589608320.jpg"
"1766925022-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120842_uploaded_image1_1589586119.jpg"
"1766925022-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Pantalon pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120840_uploaded_image1_1589586074.jpg"
"1766925022-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Polo pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120830_uploaded_image1_1589585958.jpg"
"1766925022-315","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112935_uploaded_image1_1589474288.jpg"
"1766925022-316","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenue traditionnelle","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112761_uploaded_image1_1589472281.15.jpeg"
"1766925022-317","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements  enfants","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110260_uploaded_image1_1589447276.jpg"
"1766925022-318","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110256_uploaded_image1_1589447241.jpg"
"1766925022-319","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Complet enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg"
"1766925022-320","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","World classe Vêtements enfants","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2109272_uploaded_image1_1589430115.jpg"
"1766925022-321","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","25 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2102512_uploaded_image1_1589320644.jpg"
"1766925022-322","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","vêtements de classe pour bébé","16 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2099466_uploaded_image1_1589281936.jpg"
"1766925022-323","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Caleçon pour enfants","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2097474_uploaded_image1_1589248311.jpg"
"1766925022-324","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2096621_uploaded_image1_1589230804.07.jpeg"
"1766925022-325","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Qamis pour petit","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg"
"1766925022-326","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2087466_uploaded_image1_1589080473.jpg"
"1766925022-327","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2087136_uploaded_image1_1589072240.jpg"
"1766925022-328","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenu traditionnel enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg"
"1766925022-329","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pour garçon","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2074826_uploaded_image1_1588873875.59.jpeg"
"1766925022-330","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2068470_uploaded_image1_1588787535.jpg"
"1766925022-331","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfant","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg"
"1766925022-332","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Transats pour bébé","40 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059938_uploaded_image1_1588675266.74.jpeg"
"1766925022-333","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2054142_uploaded_image1_1588591769.jpg"
"1766925022-334","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2051266_uploaded_image1_1588537693.14.jpeg"
"1766925022-335","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2050296_uploaded_image1_1588522493.jpg"
"1766925022-336","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg"
"1766925022-337","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044629_uploaded_image1_1588426459.jpg"
"1766925022-338","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044622_uploaded_image1_1588426381.jpg"
"1766925022-339","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes enfant fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2041432_uploaded_image1_1588364804.jpg"
"1766925022-340","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2039586_uploaded_image1_1588336839.jpg"
"1766925022-341","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038808_uploaded_image1_1588327063.jpg"
"1766925022-342","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038784_uploaded_image1_1588326759.jpg"
"1766925022-343","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg"
"1766925022-344","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé 5 pièces","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033818_uploaded_image1_1588247504.65.jpeg"
"1766925022-345","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033801_uploaded_image1_1588247342.86.jpeg"
"1766925022-346","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033791_uploaded_image1_1588247233.69.jpeg"
"1766925022-347","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip pour enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2029473_uploaded_image1_1588177963.jpg"
"1766925022-348","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe Enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025745_uploaded_image1_1588137671.jpg"
"1766925022-349","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2025042_uploaded_image1_1588113458.97.jpeg"
"1766925022-350","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2021987_uploaded_image1_1588076836.jpg"
"1766925022-351","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes pour enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2017027_uploaded_image1_1587998836.jpg"
"1766925022-352","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","2 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2013703_uploaded_image1_1587951378.jpg"
"1766925022-353","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Bonnets pour enfant","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007169_uploaded_image1_1587822850.26.jpeg"
"1766925022-354","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble avec bâ","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998886_uploaded_image1_1587701271.jpg"
"1766925022-355","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Bonnet pour bébé","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998881_uploaded_image1_1587700554.jpg"
"1766925022-356","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","12 slips pour enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1996790_uploaded_image1_1587662462.87.jpeg"
