web_scraper_order,web_scraper_start_url,type,prix,adresse,image
"1766924981-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenues enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724060_uploaded_image1_1562587746.67.png"
"1766924981-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724057_uploaded_image1_1562587700.41.png"
"1766924981-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724054_uploaded_image1_1562587650.41.png"
"1766924981-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724052_uploaded_image1_1562587604.4.png"
"1766924981-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724047_uploaded_image1_1562587553.26.png"
"1766924981-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724043_uploaded_image1_1562587503.48.png"
"1766924981-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724000_uploaded_image1_1562587045.77.png"
"1766924981-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_723992_uploaded_image1_1562586931.16.png"
"1766924991-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble veste - enfant","17 500CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204350_uploaded_image1_1573832159.93.png"
"1766924991-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blousons enfants","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1181045_uploaded_image1_1573426145.72.png"
"1766924991-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes  filles","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1174277_uploaded_image1_1573245424.6.png"
"1766924991-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pulls pour enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169786_uploaded_image1_1573164546.67.png"
"1766924991-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe  enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169730_uploaded_image1_1573162473.44.png"
"1766924991-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements pour enfants et adultes","5 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1164929_uploaded_image1_1573080199.92.png"
"1766924991-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1159944_uploaded_image1_1572994078.74.png"
"1766924991-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes pour enfants","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1159823_uploaded_image1_1572990841.8.png"
"1766924991-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145063_uploaded_image1_1572702832.34.png"
"1766924991-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145052_uploaded_image1_1572702578.77.png"
"1766924991-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145048_uploaded_image1_1572702516.61.png"
"1766924991-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habit","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145043_uploaded_image1_1572702415.56.png"
"1766924991-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145031_uploaded_image1_1572702198.09.png"
"1766924991-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144936_uploaded_image1_1572700510.43.png"
"1766924991-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144927_uploaded_image1_1572700444.87.png"
"1766924991-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144902_uploaded_image1_1572700139.58.png"
"1766924991-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144898_uploaded_image1_1572700087.14.png"
"1766924991-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144890_uploaded_image1_1572699984.7.png"
"1766924991-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144880_uploaded_image1_1572699758.72.png"
"1766924991-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144872_uploaded_image1_1572699712.8.png"
"1766924991-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144870_uploaded_image1_1572699678.95.png"
"1766924991-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1144863_uploaded_image1_1572699593.81.png"
"1766924991-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144859_uploaded_image1_1572699549.63.png"
"1766924991-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144822_uploaded_image1_1572699281.14.png"
"1766924991-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1121633_uploaded_image1_1573928648.55.png"
"1766924991-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1120161_uploaded_image1_1572249640.19.png"
"1766924991-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Maillots de bain","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1118621_uploaded_image1_1573389584.27.png"
"1766924991-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits et accessoires d'enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1114952_uploaded_image1_1572104975.89.png"
"1766924991-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","5 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1108134_uploaded_image1_1571966882.1.png"
"1766924991-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1107993_uploaded_image1_1571960679.98.png"
"1766924991-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba - enfant","5 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_1091229_uploaded_image1_1571671997.99.png"
"1766924991-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1064667_uploaded_image1_1571103373.33.png"
"1766924991-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Haut-enfant","6 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061921_uploaded_image1_1571052396.32.png"
"1766924991-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061915_uploaded_image1_1571052342.01.png"
"1766924991-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061900_uploaded_image1_1571052225.61.png"
"1766924991-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise-enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061895_uploaded_image1_1571052162.4.png"
"1766924991-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061891_uploaded_image1_1571052122.28.png"
"1766924991-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061876_uploaded_image1_1571052006.69.png"
"1766924991-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061871_uploaded_image1_1571051970.84.png"
"1766924991-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061864_uploaded_image1_1571051920.44.png"
"1766924991-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061840_uploaded_image1_1571051674.17.png"
"1766924991-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","T-shirt - enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061821_uploaded_image1_1571051508.82.png"
"1766924991-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061814_uploaded_image1_1571051426.62.png"
"1766924991-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061809_uploaded_image1_1571051353.3.png"
"1766924991-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051730_uploaded_image1_1570794430.93.png"
"1766924991-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051726_uploaded_image1_1570794373.22.png"
"1766924991-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051629_uploaded_image1_1570793218.21.png"
"1766924991-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051591_uploaded_image1_1570792887.05.png"
"1766924991-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051586_uploaded_image1_1570792855.28.png"
"1766924991-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043364_uploaded_image1_1570628115.92.png"
"1766924991-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043343_uploaded_image1_1570627951.98.png"
"1766924991-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe fille","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043341_uploaded_image1_1570627933.41.png"
"1766924991-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043337_uploaded_image1_1570627886.54.png"
"1766924991-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043333_uploaded_image1_1570627859.96.png"
"1766924991-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043331_uploaded_image1_1570627825.79.png"
"1766924991-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043326_uploaded_image1_1570627731.54.png"
"1766924991-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise","12 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1035457_uploaded_image1_1570472984.2.png"
"1766924991-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chaussures filles et garçons","25 000CFA","Sénégal","https://images.coinafrique.com/thumb_1029318_uploaded_image1_1570324274.63.png"
"1766924991-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Lange bébé 5 pièces","8 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1027288_uploaded_image1_1570272791.38.png"
"1766924991-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes","1 250CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1021961_uploaded_image1_1570172652.67.png"
"1766924991-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over mauve","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1020573_uploaded_image1_1570128555.58.png"
"1766924991-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jeans enfants - 3 à 16 ans","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016980_uploaded_image1_1570069353.16.png"
"1766924991-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemises pour enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016979_uploaded_image1_1570069298.65.png"
"1766924991-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016977_uploaded_image1_1570069123.14.png"
"1766924991-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1005538_uploaded_image1_1569844704.33.png"
"1766924991-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1005527_uploaded_image1_1569844605.98.png"
"1766924991-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble petits et grands","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_988554_uploaded_image1_1569436029.51.png"
"1766924991-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_976941_uploaded_image1_1569232766.05.png"
"1766924991-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_976936_uploaded_image1_1569232707.95.png"
"1766924991-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe bébé - 1 an","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_971896_uploaded_image1_1569081271.03.png"
"1766924991-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe classe","5 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_961269_uploaded_image1_1568848014.85.png"
"1766924991-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe pour enfant","7 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_961263_uploaded_image2_1568847805.97.png"
"1766924991-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blousons enfants","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_930549_uploaded_image1_1568156487.01.png"
"1766924991-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull pour maman et bébé","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_929824_uploaded_image1_1568140168.74.png"
"1766924991-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929222_uploaded_image1_1568130259.69.png"
"1766924991-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929221_uploaded_image1_1568130227.07.png"
"1766924991-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929220_uploaded_image1_1568130345.41.png"
"1766924991-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918132_uploaded_image1_1567810084.62.png"
"1766924991-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918128_uploaded_image1_1567809825.27.png"
"1766924991-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918127_uploaded_image1_1567809637.8.png"
"1766924991-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","21 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918122_uploaded_image1_1567809516.5.png"
"1766924991-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","16 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_915850_uploaded_image1_1567763636.38.png"
"1766924991-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_902731_uploaded_image1_1567471827.27.png"
"1766924991-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Langes bébé","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_902542_uploaded_image1_1567465870.43.png"
"1766925004-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1442052_uploaded_image1_1578411849.73.png"
"1766925004-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habit enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441221_uploaded_image1_1578403732.35.png"
"1766925004-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441047_uploaded_image1_1578403581.32.png"
"1766925004-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons garçon - fille","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1410978_uploaded_image1_1577742016.76.png"
"1766925004-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1398928_uploaded_image1_1577494239.75.png"
"1766925004-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie de luxe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1398921_uploaded_image1_1577493358.67.png"
"1766925004-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1397293_uploaded_image1_1577462937.85.png"
"1766925004-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393714_uploaded_image1_1577386562.31.png"
"1766925004-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393205_uploaded_image1_1577378467.25.png"
"1766925004-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1382782_uploaded_image1_1577146067.93.png"
"1766925004-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379507_uploaded_image1_1577093815.08.png"
"1766925004-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379428_uploaded_image1_1577092701.74.png"
"1766925004-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377864_uploaded_image1_1577052449.14.png"
"1766925004-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377828_uploaded_image1_1577051010.82.png"
"1766925004-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377818_uploaded_image1_1577050858.2.png"
"1766925004-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Grenouillère","6 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1373984_uploaded_image1_1576959397.12.png"
