web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766586909-4577","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578863_uploaded_image1_1645568379.jpg","Babouches en cuir","8 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586909-4578","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578564_uploaded_image1_1645553187.jpg","Baskets Hugo Boss","25 000CFA","Almadies, Dakar, Sénégal"
"1766586909-4579","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578313_uploaded_image2_1645543533.jpeg","Chaussures homme","3 500CFA","Colobane, Dakar, Sénégal"
"1766586909-4580","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578019_uploaded_image1_1645532269.jpg","Chaussures homme","12 500CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4581","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3577686_uploaded_image1_1645521200.jpg","Baskets homme","Prix sur demande","Guédiawaye, Dakar, Sénégal"
"1766586909-4582","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3577388_uploaded_image1_1645488277.jpg","Chaussures Lacoste Vuitton","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586909-4583","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3576334_uploaded_image1_1645439160.jpg","Chaussures homme","Prix sur demande","Grand Dakar, Dakar, Sénégal"
"1766586909-4584","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3576010_uploaded_image1_1645403513.jpg","Chaussures homme - femme","25 000CFA","Guédiawaye, Dakar, Sénégal"
"1766586909-4585","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3576007_uploaded_image1_1645403211.jpg","Chaussures homme","25 000CFA","Guédiawaye, Dakar, Sénégal"
"1766586909-4586","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3575929_uploaded_image1_1645397593.jpg","Bottes Berluti hommes","32 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586909-4587","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3575497_uploaded_image2_1645370632.jpeg","Baskets homme","18 000CFA","Dakar, Sénégal"
"1766586909-4588","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3575478_uploaded_image1_1645369501.jpg","Baskets Vapormax Nike","Prix sur demande","Dakar, Sénégal"
"1766586909-4589","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3574858_uploaded_image1_1645309379.jpg","Sandales homme","Prix sur demande","Ouest Foire, Dakar, Sénégal"
"1766586909-4590","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3574854_uploaded_image1_1645309171.jpg","Sandales Gucci","Prix sur demande","Ouest Foire, Dakar, Sénégal"
"1766586909-4591","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3574640_uploaded_image1_1645294409.jpg","Chaussures Berlitu","75 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766586909-4592","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573530_uploaded_image1_1645215496.jpg","Chaussures Sebago","12 000CFA","Biscuiterie, Dakar, Sénégal"
"1766586909-4593","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3532984_uploaded_image1_1642707984.jpg","Baskets Air Force Off White","35 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4594","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573364_uploaded_image1_1645206278.jpg","Baskets Jordan","30 000CFA","Colobane, Dakar, Sénégal"
"1766586909-4595","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573311_uploaded_image1_1645203610.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4596","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573301_uploaded_image2_1645203303.jpeg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4597","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573067_uploaded_image1_1645194989.jpg","Baskets Jordan","28 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586909-4598","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3573064_uploaded_image1_1645194827.jpg","Chaussures homme","30 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586909-4599","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572994_uploaded_image1_1645190754.jpg","Mocassins homme","6 000CFA","Biscuiterie, Dakar, Sénégal"
"1766586909-4600","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572613_uploaded_image1_1645175843.jpg","Chaussures homme","20 000CFA","Dakar, Sénégal"
"1766586909-4601","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572364_uploaded_image1_1645140626.jpg","Nu-pieds","15 000CFA","Grand Dakar, Dakar, Sénégal"
"1766586909-4602","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572359_uploaded_image1_1645140374.jpg","Baskets Jordan 13 gold","35 000CFA","Grand Dakar, Dakar, Sénégal"
"1766586909-4603","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572273_uploaded_image1_1645134956.jpg","Chaussures homme","17 000CFA","Colobane, Dakar, Sénégal"
"1766586909-4604","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3572099_uploaded_image1_1645124691.jpg","Mocassins homme","25 000CFA","Dakar, Sénégal"
"1766586909-4605","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3571718_uploaded_image1_1645107782.jpg","Sandales orthopédique","11 500CFA","Grand Yoff, Dakar, Sénégal"
"1766586909-4606","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3571715_uploaded_image1_1645107717.jpg","Sandales orthopédique","11 500CFA","Grand Yoff, Dakar, Sénégal"
"1766586909-4607","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3571343_uploaded_image1_1645096182.jpg","Chaussures orthopêdiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4608","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3571323_uploaded_image1_1645095517.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4609","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570953_uploaded_image3_1645062084.jpeg","Chaussures Jordan 3","35 000CFA","Grand Dakar, Dakar, Sénégal"
"1766586909-4610","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570692_uploaded_image1_1645044690.jpg","Baskets Nike Air Force","25 000CFA","Guédiawaye, Dakar, Sénégal"
"1766586909-4611","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570650_uploaded_image1_1645041998.jpg","Chaussures orthopédiques en cuir","15 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4612","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570647_uploaded_image1_1645041854.jpg","Chaussures orthopédiques en cuir","15 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4613","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570637_uploaded_image1_1645041062.jpg","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4614","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570630_uploaded_image1_1645040710.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4615","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570601_uploaded_image1_1645038847.jpg","Chaussures ville cuir homme","25 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4616","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3570245_uploaded_image1_1645024412.jpg","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586909-4617","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3568984_uploaded_image1_1644947475.jpg","Chaussures homme","8 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4618","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3568914_uploaded_image1_1644943519.jpg","Sandales homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal"
"1766586909-4619","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3568598_uploaded_image1_1644931674.jpg","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766586909-4620","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3568400_uploaded_image1_1644925566.jpg","Chaussures Boppsen","17 000CFA","Dakar, Sénégal"
"1766586913-4621","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3608041_uploaded_image2_1647268781.jpeg","Chaussures homme","Prix sur demande","Mbao, Dakar, Sénégal"
"1766586913-4622","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3607494_uploaded_image1_1647251085.jpg","Baskets Air Force One","18 000CFA","Dakar, Sénégal"
"1766586913-4623","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3607490_uploaded_image1_1647250876.jpg","Baskets Nike Air Force 1","18 000CFA","Dakar, Sénégal"
"1766586913-4624","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3607486_uploaded_image1_1647250802.jpg","Baskets Jordan","20 000CFA","Dakar, Sénégal"
"1766586913-4625","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3606772_uploaded_image1_1647186431.jpg","Chaussures cuir","25 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586913-4626","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3606123_uploaded_image1_1647119231.jpg","Baskets Nike Jordan 1 Low Cactus Jack","Prix sur demande","Dakar, Sénégal"
"1766586913-4627","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3606116_uploaded_image1_1647118674.jpg","Baskets Jordan 1 Volt Gold","Prix sur demande","Dakar, Sénégal"
"1766586913-4628","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605903_uploaded_image1_1647105667.jpg","Chaussures hommes","Prix sur demande","Dakar, Sénégal"
"1766586913-4629","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605892_uploaded_image3_1647105381.jpeg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586913-4630","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605886_uploaded_image2_1647105199.jpeg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586913-4631","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605885_uploaded_image1_1647105107.jpg","Mocassins","Prix sur demande","Dakar, Sénégal"
"1766586913-4632","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605878_uploaded_image1_1647105003.jpg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586913-4633","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3605497_uploaded_image1_1647088237.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586913-4634","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3604310_uploaded_image1_1647011173.jpg","Baskets Balenciaga Triple S","30 000CFA","Sacré-Coeur, Dakar, Sénégal"
"1766586913-4635","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3602601_uploaded_image1_1646922014.jpg","Chaussures Timberland","35 000CFA","Dakar, Sénégal"
"1766586913-4636","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3602523_uploaded_image1_1646920339.jpg","Baskets Nike Air Jordan","20 000CFA","Patte d'oie, Dakar, Sénégal"
"1766586913-4637","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3602470_uploaded_image1_1646918709.jpg","Baskets Nike Air Force 1","12 500CFA","Medina, Dakar, Sénégal"
"1766586913-4638","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3601908_uploaded_image1_1646892971.jpg","Chaussures Timberland","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586913-4639","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3601837_uploaded_image1_1646874630.jpg","Chaussures Gucci","45 000CFA","Grand Dakar, Dakar, Sénégal"
"1766586913-4640","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3601836_uploaded_image1_1646874548.jpg","Chaussures Adidas","35 000CFA","Grand Dakar, Dakar, Sénégal"
"1766586913-4641","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3601802_uploaded_image1_1646870436.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586913-4642","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3600701_uploaded_image1_1646829694.jpg","Baskets Nike Air Force 1","25 000CFA","Colobane, Dakar, Sénégal"
"1766586913-4643","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3600637_uploaded_image2_1646827714.jpeg","Baskets homme","20 000CFA","Dakar, Sénégal"
"1766586913-4644","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3599343_uploaded_image1_1646751014.jpg","Baskets homme","Prix sur demande","Dakar, Sénégal"
"1766586913-4645","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3599335_uploaded_image1_1646750757.jpg","Baskets homme","Prix sur demande","Dakar, Sénégal"
"1766586913-4646","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3599248_uploaded_image1_1646748506.jpg","Chaussures Timberland","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586913-4647","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3598887_uploaded_image1_1646736220.jpg","Chaussures homme","13 000CFA","Dakar, Sénégal"
"1766586913-4648","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3597833_uploaded_image1_1646668488.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766586913-4649","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3597723_uploaded_image1_1646664236.jpg","Boots homme","20 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766586913-4650","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3596907_uploaded_image1_1646615331.jpg","Chaussures Air Force One","14 000CFA","Dakar, Sénégal"
"1766586913-4651","https://sn.coinafrique.com/categorie/chaussures-homme?page=64","https://images.coinafrique.com/thumb_3596280_uploaded_image2_1646579653.jpeg","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
